Comment ID,Comment Link,Commenter Name,Commenter ID,Comment,Likes,Cleaned Comment,Sentiment,Confidence Score
Ugyfmx13_9wY5HDKNWR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugyfmx13_9wY5HDKNWR4AaABAg,@dvcustomrod,UCA9TRkKhP6cjT3GfIqAKzQg,"Masalah, utamanya bukan di mbg nya koko ganteng ... Indonesia ini udah besar pasak dari pada tiang ...",0,"Masalah, utamanya bukan di mbg nya koko ganteng ... Indonesia ini udah besar pasak dari pada tiang ...",negative,0.9940045475959778
Ugx8LblNEsfB_usTGhR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugx8LblNEsfB_usTGhR4AaABAg,@EKOSETIAWAN-l4p,UC9UIKhXBnYVmrUc6R3ji8hA,Era pemimpin manula😂,0,Era pemimpin manula😂,negative,0.8470863699913025
UgwKIOLsiZD0-8tq4A14AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwKIOLsiZD0-8tq4A14AaABAg,@KgmazeeehMazeeeh,UCOr_31Wl9cTe-czCv8kPFaQ,Makanan di luar negri setengah matang di Konoha setengah matang GK masuk di lidah,0,Makanan di luar negri setengah matang di Konoha setengah matang GK masuk di lidah,positive,0.9879294633865356
Ugw4T28ef_OLfRWPJSt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw4T28ef_OLfRWPJSt4AaABAg,@hasanahnew78,UCAKADNmmuvPkGF_SVLU6-gA,Kalau diluar negri semua pejabat dn pengusahaxa nggak berani koropsi atau jadi penjilat pada bangsaxa sendiri. Kalau di Indonesia pengusaha dn pejabatxa baxak yang lapaaar.,0,Kalau diluar negri semua pejabat dn pengusahaxa nggak berani koropsi atau jadi penjilat pada bangsaxa sendiri. Kalau di Indonesia pengusaha dn pejabatxa baxak yang lapaaar.,negative,0.9963577389717102
UgwbUzNOqS395qGGSYt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwbUzNOqS395qGGSYt4AaABAg,@metasuroto9102,UCh5xu4O5_9BYfjeF3IGFq1A,Kalo memang  jadi pendukung Pemerintah kenapa tidak menelusuri  oleh siapa ketua BGM itu di angkat..... Di an perprsnya siapa yang buat ... Biar jelas rakyat.... Orang siap yang sebenarnya nya korup.....biar rakyatbtahu❤❤❤❤❤,0,Kalo memang jadi pendukung Pemerintah kenapa tidak menelusuri oleh siapa ketua BGM itu di angkat..... Di an perprsnya siapa yang buat ... Biar jelas rakyat.... Orang siap yang sebenarnya nya korup.....biar rakyatbtahu❤❤❤❤❤,negative,0.9938954710960388
UgxVNoAT9a0L2Zncmmx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxVNoAT9a0L2Zncmmx4AaABAg,@PAPAJOHNS-v7n,UCLG2nUIoCFCYSVIodPn8xVw,Yg saya ketahui ada 107 negara yg menerapkan sejenis MBG..niat Baek tp mesti diawasi n tepat sasaran .,0,Yg saya ketahui ada 107 negara yg menerapkan sejenis MBG..niat Baek tp mesti diawasi n tepat sasaran .,negative,0.9259341955184937
Ugx1BvGwTNJxsyXaIgJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugx1BvGwTNJxsyXaIgJ4AaABAg,@MuhammadBahri-n1r,UCIXMY1zYPwIolSH4Kkgf4fg,Bersihkan dulu korupsi di seluruh tanah air kita kemudian moralnya dulu diperbaiki,0,Bersihkan dulu korupsi di seluruh tanah air kita kemudian moralnya dulu diperbaiki,negative,0.9483736753463745
UgxWiKOM3_Rwj1jX7CR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxWiKOM3_Rwj1jX7CR4AaABAg,@Athaya931,UCZq9FpgsLRRvpok9_Wn73dg,"Yang jelas MBG sudah cacat hukum...<br>Harusnya di bubarkan secara permanen.<br>Dan untuk menanggulangi resahnya rakyat banyak.<br>Kalau presidennya pro rakyat, harusnya di bubarkan.",0,"Yang jelas MBG sudah cacat hukum... Harusnya di bubarkan secara permanen. Dan untuk menanggulangi resahnya rakyat banyak. Kalau presidennya pro rakyat, harusnya di bubarkan.",negative,0.9848399758338928
UgxiiTA2pZbUYtkYMlx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxiiTA2pZbUYtkYMlx4AaABAg,@arissanto-h2m,UCJbJD2aH84L8RIXPPJBK52Q,"ngapain dibongkar, sudah jelas sampai disekolahan sangat tidak layak/ setara harga Rp 5.000 kalo beli diwarung makan",0,"ngapain dibongkar, sudah jelas sampai disekolahan sangat tidak layak/ setara harga Rp 5.000 kalo beli diwarung makan",negative,0.9962789416313171
UgyWV1xcqSVsQ7nW8lJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyWV1xcqSVsQ7nW8lJ4AaABAg,@Hartono-tirtamas,UC7-5dVEmLKvkG4avKsfh_Gw,Harga bahan pokok naik ? Sebenarnya itu salah berpikir saja...bukan naik tapi harga menjadi lebih layak dan manfaatnya jelas untk petani dan nelayan yg selama ini ga pernah di perhatikan oleh pemerintah. Sedikit saja kami diperhatikan..lalu koar2 ga terima. Kalian begitu rakus,0,Harga bahan pokok naik ? Sebenarnya itu salah berpikir saja...bukan naik tapi harga menjadi lebih layak dan manfaatnya jelas untk petani dan nelayan yg selama ini ga pernah di perhatikan oleh pemerintah. Sedikit saja kami diperhatikan..lalu koar2 ga terima. Kalian begitu rakus,negative,0.9855177402496338
UgzGPJRNykKNG3df-FJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzGPJRNykKNG3df-FJ4AaABAg,@Hartono-tirtamas,UC7-5dVEmLKvkG4avKsfh_Gw,Saya petani asli...merasakan betul manfaat program mbg.  Sekarang mbg stop sementara mulai harga buah2an spt semangka dan sayur mayur mulai turun. Kalau sebulan saja stop maka pasti harga komoditas pertanian dan ikan akan turun bebas. Kalau mau di ganti uang..maka uang akan berputar2 ke kalangan atas. Baru kali ini para petani dan nelayan merasa di bela oleh pemerintah.,0,Saya petani asli...merasakan betul manfaat program mbg. Sekarang mbg stop sementara mulai harga buah2an spt semangka dan sayur mayur mulai turun. Kalau sebulan saja stop maka pasti harga komoditas pertanian dan ikan akan turun bebas. Kalau mau di ganti uang..maka uang akan berputar2 ke kalangan atas. Baru kali ini para petani dan nelayan merasa di bela oleh pemerintah.,positive,0.7846656441688538
UgzyNwDKvZyAwab9HYl4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzyNwDKvZyAwab9HYl4AaABAg,@mumtazhj1004,UCZNULiub5vq-UfzlpIWvZrA,asal jangan dipress oleh pengelola dapur demi meraih laba lebih besar,0,asal jangan dipress oleh pengelola dapur demi meraih laba lebih besar,negative,0.9189356565475464
UgyqC0ZUKRHRvvnq8Yd4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyqC0ZUKRHRvvnq8Yd4AaABAg,@RizkiPrajasadewo,UCfqZn2YNbUzGFE97by1QJbQ,Mantap benar maju terus mbg sip otak yg jeius  kipra yg benar mantap,0,Mantap benar maju terus mbg sip otak yg jeius kipra yg benar mantap,positive,0.9961138963699341
UgzFvYjUyK8voictjYB4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzFvYjUyK8voictjYB4AaABAg,@RizkiPrajasadewo,UCfqZn2YNbUzGFE97by1QJbQ,Mbg lanjut yg tintak benar adalah  pelasanaanya &quot;2 coba tengok desa yg tertingal betapa pentingnya mbg 3&quot;bagi yg Kya  tidak ada artinya mbg,0,Mbg lanjut yg tintak benar adalah pelasanaanya &quot;2 coba tengok desa yg tertingal betapa pentingnya mbg 3&quot;bagi yg Kya tidak ada artinya mbg,negative,0.796019971370697
UgwZuU4NSVKkBJeRsTh4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwZuU4NSVKkBJeRsTh4AaABAg,@acengbastian4087,UCJocZZkwsf5j7PpCMNNXV9A,"Usut tuntas sampai ke yg terkecil,,karna itu uang rakyat dan bukn uang negara",0,"Usut tuntas sampai ke yg terkecil,,karna itu uang rakyat dan bukn uang negara",negative,0.8427359461784363
UgwyW8TPQgFBK9CchU94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwyW8TPQgFBK9CchU94AaABAg,@bungamelati8055,UC3USjIInYGJqQxA4SLEcR_g,ingin maju . sahkan dulu  undang&quot;  hukuman mati. bagi para koruptor.,1,ingin maju . sahkan dulu undang&quot; hukuman mati. bagi para koruptor.,negative,0.982229471206665
UgxCEbkGp-8f36Dq7mZ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxCEbkGp-8f36Dq7mZ4AaABAg,@mustainag2026,UCj0W5J0f31jv-IE_LaSXMQQ,"Dari segi apapun pendapat saya MBG itu wajib dipertahankan,",0,"Dari segi apapun pendapat saya MBG itu wajib dipertahankan,",positive,0.6784555315971375
Ugxp_Lx0BVVQ19wLDQd4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugxp_Lx0BVVQ19wLDQd4AaABAg,@EkoMaulana-q1e,UC0BtNnSqURT8kk8WHiEUbDg,"betul pak semenjak ada mbg, harga PD naik, tapi mbg libur beberapa hari , harga dah mulai turun, yg blm turun minyak goreng sama beras, dan pedagang makanan warung makan kecil dah mulai laku lagi, tlg kalau mbg beroperasi lagi, pedagang kecil yg jualan sarapan&amp;makanan, di perhatikan😢😢😢",0,"betul pak semenjak ada mbg, harga PD naik, tapi mbg libur beberapa hari , harga dah mulai turun, yg blm turun minyak goreng sama beras, dan pedagang makanan warung makan kecil dah mulai laku lagi, tlg kalau mbg beroperasi lagi, pedagang kecil yg jualan sarapan&amp;makanan, di perhatikan😢😢😢",positive,0.49706152081489563
UgygK6Xxdg_2SU6Rohd4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgygK6Xxdg_2SU6Rohd4AaABAg,@achcendra6355,UCxntGgfNBd6dcxVsECe4b1w,"Presiden harus bertanggung jawab, atas oknum² anak buahnya yg menyelewengkam tugas² tanpa pengawasan.",1,"Presiden harus bertanggung jawab, atas oknum² anak buahnya yg menyelewengkam tugas² tanpa pengawasan.",negative,0.9857029318809509
UgwVvTU78mtmoExbBtJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwVvTU78mtmoExbBtJ4AaABAg,@arsya9042,UCDdHuGED6XnFjwzkUUngC5g,"Lumayan lah mbg mndeg ,sekolah libur , barang &quot;smbako murah,lumayan,<br>Stop aja mbg,,",0,"Lumayan lah mbg mndeg ,sekolah libur , barang &quot;smbako murah,lumayan, Stop aja mbg,,",positive,0.9957826137542725
Ugy7au-6fUZjBSyU8tJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugy7au-6fUZjBSyU8tJ4AaABAg,@arsya9042,UCDdHuGED6XnFjwzkUUngC5g,"Didaerah kami per anak 8000,",0,"Didaerah kami per anak 8000,",neutral,0.4825676679611206
UgwiHa25_Xk3kiwefkF4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwiHa25_Xk3kiwefkF4AaABAg,@SyafrizarSyafrizar,UC5aBdDDEHCcW8tLa98DdsCg,"Tujuan MBG dari presiden itu udah benar,cuma presiden salah orang menunjuk kepala BGN yg tidak jelas",0,"Tujuan MBG dari presiden itu udah benar,cuma presiden salah orang menunjuk kepala BGN yg tidak jelas",negative,0.9985036849975586
UgyMUH5Uh1UjvDhuABZ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyMUH5Uh1UjvDhuABZ4AaABAg,@philjon1307,UCnk7vyhA6ktty-_Fb27dJFw,"siap2 aja semua yg daftar jadi SPPG, begitu ganti rezim bakal rame2 diperiksa KPK / KEJAKSAAN. HAHAHAHAHAH",0,"siap2 aja semua yg daftar jadi SPPG, begitu ganti rezim bakal rame2 diperiksa KPK / KEJAKSAAN. HAHAHAHAHAH",negative,0.9902607798576355
Ugz628h1KCVXTb4F6954AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugz628h1KCVXTb4F6954AaABAg,@PetaniPasiran,UC10QRs0n_fBDXZi8xAwkQ2Q,"Lanjut em be ge , dengan catatan harus di perbaiki semuanya...., kami petani merasa manfaatnya",0,"Lanjut em be ge , dengan catatan harus di perbaiki semuanya...., kami petani merasa manfaatnya",positive,0.7138848304748535
Ugz9XMzpnfBbQ68LmCp4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugz9XMzpnfBbQ68LmCp4AaABAg,@Dhordy,UCzlxlDIg-vRqUhHn_4to_RQ,Stop mbg n kopdes mp,0,Stop mbg n kopdes mp,negative,0.5806270837783813
Ugy3lcx2KqRxOiV9qVt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugy3lcx2KqRxOiV9qVt4AaABAg,@KimulKimul-j8r,UCL1VO65C_KfFXszW-c6Pk2w,Yang saya takutkan jaman nanti akan lemah dari pada anak era 60-70 an yg sekarang hebat hebat,0,Yang saya takutkan jaman nanti akan lemah dari pada anak era 60-70 an yg sekarang hebat hebat,negative,0.9932774901390076
UgyREoFrU8mpQnvV_xF4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyREoFrU8mpQnvV_xF4AaABAg,@KimulKimul-j8r,UCL1VO65C_KfFXszW-c6Pk2w,Keluarga sehat dari kata mampu seperti org dulu harga beras ga bikin pusing jadi sehat org dulu kalian kan dari orang dulu bukan dgn mbg anak sekarang,0,Keluarga sehat dari kata mampu seperti org dulu harga beras ga bikin pusing jadi sehat org dulu kalian kan dari orang dulu bukan dgn mbg anak sekarang,positive,0.9431605935096741
UgxgxUBCa0yRhcNNhth4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxgxUBCa0yRhcNNhth4AaABAg,@KimulKimul-j8r,UCL1VO65C_KfFXszW-c6Pk2w,Kalau persen naik jadi 90 persen bikin aja harga beras jadi 5000/ltr itu hebat bikin rakyat sehat bukan mbg ok masukan orang pintar,0,Kalau persen naik jadi 90 persen bikin aja harga beras jadi 5000/ltr itu hebat bikin rakyat sehat bukan mbg ok masukan orang pintar,positive,0.4943132698535919
Ugwy8gV5LKZlZwXOy814AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugwy8gV5LKZlZwXOy814AaABAg,@samsungj2primeok6,UC__Cqk4B0QC5igjtsE4t-og,Yg ngludahin yg songong,0,Yg ngludahin yg songong,negative,0.9984537363052368
UgwL9wFZqv0Y3zlfZrt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwL9wFZqv0Y3zlfZrt4AaABAg,@EngkeHarahap,UC4fKMH9UD42krlpy_CBAEjQ,"Setuju Mbg program yang mulia,pengawasan dipemerintah hrs diperketat,saya rakyat pendapatan satu juta lima ratus per bulan,tapi saya seperti orang kaya di  negri ini subsidi di nikmati orang kaya,contoh bli gas subsidi sering kita beli diharga 30 ribu karna gas kosong dimana mana,beli pertalait sering kosong akhirya  kita beli pertamax,saya setuju penikmat subsidi itu orang kaya,tolong kepada pemerintah yang punya wewenang jalankan lah amanah yang dititipkan rakyat karna akan anda pertanggung jawabka dunia akhirat..",0,"Setuju Mbg program yang mulia,pengawasan dipemerintah hrs diperketat,saya rakyat pendapatan satu juta lima ratus per bulan,tapi saya seperti orang kaya di negri ini subsidi di nikmati orang kaya,contoh bli gas subsidi sering kita beli diharga 30 ribu karna gas kosong dimana mana,beli pertalait sering kosong akhirya kita beli pertamax,saya setuju penikmat subsidi itu orang kaya,tolong kepada pemerintah yang punya wewenang jalankan lah amanah yang dititipkan rakyat karna akan anda pertanggung jawabka dunia akhirat..",positive,0.8936472535133362
Ugzb5ZSmlN_3qmZ5py14AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugzb5ZSmlN_3qmZ5py14AaABAg,@samsungj2primeok6,UC__Cqk4B0QC5igjtsE4t-og,Maju terus MBG untuk masyarakat pedesaan dan daerah pedalaman,0,Maju terus MBG untuk masyarakat pedesaan dan daerah pedalaman,neutral,0.6680670380592346
Ugw9r3VRDAdK4gOX7p54AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw9r3VRDAdK4gOX7p54AaABAg,@titintian9115,UCJmMrYX9pHPO1_c7gRSgKvA,Duit ratusan Trilyunan muspro.....tolong stop MBG DAN KMP...keloka lebih bsik tanpz MBG dan KMP....,0,Duit ratusan Trilyunan muspro.....tolong stop MBG DAN KMP...keloka lebih bsik tanpz MBG dan KMP....,negative,0.9739348292350769
UgzO56Dltt7XVs-lFv94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzO56Dltt7XVs-lFv94AaABAg,@marthenlutherkingtobing,UCIaS8r6aiICGYyxogNLcvMA,Sistem mbg ini ga bisa jalan kalau sistemnya ga bagus. Harus transparan bisa di akses publik. Jadi bisa dipantau. Saat ini masih jadi ladang korupsi.,0,Sistem mbg ini ga bisa jalan kalau sistemnya ga bagus. Harus transparan bisa di akses publik. Jadi bisa dipantau. Saat ini masih jadi ladang korupsi.,negative,0.8942605257034302
UgwHe5v98xCGB22fTg94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwHe5v98xCGB22fTg94AaABAg,@johnyskd7180,UCtV_gudmKCk9HA7vqk19RDw,Sama aja kalian itu.,0,Sama aja kalian itu.,negative,0.9972196817398071
Ugyal92vp0IGAaY05vx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugyal92vp0IGAaY05vx4AaABAg,@YoakeeD,UCTGdfc2qChx6xHg7mMFclbA,"Mbg sebenarnya d rasakan manfaatnya oleh orang yg tdk mampu , akan tetapi tdk untuk yg berlagak kaya, dengan ke adaan yg seperti ini suruh memilih siswanya, mau atau tudak, jika tidak kasih sama yg mau, akan tetapi krbihkan anggaranya buat yg mau, itu aja dari saya",0,"Mbg sebenarnya d rasakan manfaatnya oleh orang yg tdk mampu , akan tetapi tdk untuk yg berlagak kaya, dengan ke adaan yg seperti ini suruh memilih siswanya, mau atau tudak, jika tidak kasih sama yg mau, akan tetapi krbihkan anggaranya buat yg mau, itu aja dari saya",negative,0.9783729910850525
UgzWvI-cKta8JBiVqV54AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzWvI-cKta8JBiVqV54AaABAg,@Mantoaries,UCdmcJCrWU5E-BeHsJmNzEOA,❤❤❤ bener pak teruslah memberikan pencerahan 🤩🤩🤩🤩🤩🤩,0,❤❤❤ bener pak teruslah memberikan pencerahan 🤩🤩🤩🤩🤩🤩,positive,0.9786433577537537
Ugw6vwUuGRv2jPS_YYB4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw6vwUuGRv2jPS_YYB4AaABAg,@hendrikasah5370,UCvp4VinsRRMQ0SzU-65SZfQ,𝙏𝙚𝙧𝙞𝙢𝙖 𝙠𝙖𝙨𝙞𝙝 𝙋𝙧𝙤𝙛. 𝙂𝙚𝙢𝙖.. 𝙥𝙚𝙣𝙘𝙚𝙧𝙖𝙝𝙖𝙣.. 𝘽𝙖𝙜𝙞 𝙮𝙖𝙣𝙜 𝙢𝙚𝙣𝙤𝙡𝙖𝙠 𝙈𝘽𝙂.. 𝙠𝙪𝙧𝙖𝙣𝙜 𝙜𝙞𝙯𝙞 𝙥𝙚𝙧𝙡𝙪 𝙙𝙞𝙗𝙚𝙧𝙞 𝙈𝘽𝙂... 𝘽𝙧𝙖𝙫𝙤.. 𝙋𝙧𝙤𝙛. 𝙂𝙚𝙢𝙖.,0,𝙏𝙚𝙧𝙞𝙢𝙖 𝙠𝙖𝙨𝙞𝙝 𝙋𝙧𝙤𝙛. 𝙂𝙚𝙢𝙖.. 𝙥𝙚𝙣𝙘𝙚𝙧𝙖𝙝𝙖𝙣.. 𝘽𝙖𝙜𝙞 𝙮𝙖𝙣𝙜 𝙢𝙚𝙣𝙤𝙡𝙖𝙠 𝙈𝘽𝙂.. 𝙠𝙪𝙧𝙖𝙣𝙜 𝙜𝙞𝙯𝙞 𝙥𝙚𝙧𝙡𝙪 𝙙𝙞𝙗𝙚𝙧𝙞 𝙈𝘽𝙂... 𝘽𝙧𝙖𝙫𝙤.. 𝙋𝙧𝙤𝙛. 𝙂𝙚𝙢𝙖.,positive,0.9942415952682495
UgzgsvPHUk3mjb2FmZ94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzgsvPHUk3mjb2FmZ94AaABAg,@anbarluthfi2300,UCEQnpRKth2tncOQdg-7AvbA,"Anak2 siswa yg ortunya belum masak karena belum dapet uang jadi bisa tenang ksrena  di sekolah bisa makan..khususnya di pelosok, tapi di kota  pun kmiskinan banyak yg senasib dg kisah itu...MBG harus lanjut jangan diuangkan ya. Nanti dipake bayar utang  ke bank keliling",0,"Anak2 siswa yg ortunya belum masak karena belum dapet uang jadi bisa tenang ksrena di sekolah bisa makan..khususnya di pelosok, tapi di kota pun kmiskinan banyak yg senasib dg kisah itu...MBG harus lanjut jangan diuangkan ya. Nanti dipake bayar utang ke bank keliling",positive,0.6187004446983337
UgyyHmUURtZ49vSQAQp4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyyHmUURtZ49vSQAQp4AaABAg,@umarfauzi9899,UCod4B5ujQp9N_sjJQrSACBw,Kesalahan terbesarnya adalah dapurnya tidak berada di sekolah itu sendiri...,0,Kesalahan terbesarnya adalah dapurnya tidak berada di sekolah itu sendiri...,negative,0.9929293990135193
